SCATS Number,Location,Date,Lane Points
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,78
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,116
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,126
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,88
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,101
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,82
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,102
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,108
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,96
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,96
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,108
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,105
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,108
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,115
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,123
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,121
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,99
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,117
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,98
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,91
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,93
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,90
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,58
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,72
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,71
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,51
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,48
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,38
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,36
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,43
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,35
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,32
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,43
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,39
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,24
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,14
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,22
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,13
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,8
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,13
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,8
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,7
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,7
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,2
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,4
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,2
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,3
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,3
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,5
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,1
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,1
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,7
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,3
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,4
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,1
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,3
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,1
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,3
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,3
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,4
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,4
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,3
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,8
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,8
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,14
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,29
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,36
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,56
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,83
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,115
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,152
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,197
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,166
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,171
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,174
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,194
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,161
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,163
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,171
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,110
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,112
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,103
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-04 00:45:00,127
