SCATS Number,Location,Date,Lane Points
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,16
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,18
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,15
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,15
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,21
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,32
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,39
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,62
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,102
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,137
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,189
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,266
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,384
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,407
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,444
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,453
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,448
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,398
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,435
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,377
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,413
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,334
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,322
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,267
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,240
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,216
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,191
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,209
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,204
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,196
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,223
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,225
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,180
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,208
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,199
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,187
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,187
